rarespecies_id,eol_content_id,eol_page_id,kingdom,phylum,class,order,family,genus,species,sciName,common,file_name,is_endangered
5aadb8b4-0e51-4b74-a8ab-a775a1d9c389,28475674,1057163,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,luciae,Anolis luciae,Saint Lucian Anole,dataset/Animalia-Chordata-Reptilia-Squamata-Dactyloidae-Anolis-luciae/28475674_1057163_eol-full-size-copy.jpg,0
88bf36fe-de48-4b7a-bf85-47b6a08e9959,22827386,45516469,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Halcyon,pileata,Halcyon pileata,Black-capped Kingfisher,dataset/Animalia-Chordata-Aves-Coraciiformes-Alcedinidae-Halcyon-pileata/22827386_45516469_eol-full-size-copy.jpg,0
70a4d3bb-4f44-41b4-b92a-8e61270e4d88,30086739,324405,Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Microcebus,rufus,Microcebus rufus,Brown Mouse Lemur,dataset/Animalia-Chordata-Mammalia-Primates-Cheirogaleidae-Microcebus-rufus/30086739_324405_eol-full-size-copy.jpg,1
e281f22a-c19a-4467-95fe-a2508d7e531f,29911928,132324,Animalia,Arthropoda,Insecta,Odonata,Platystictidae,Protosticta,sanguinostigma,Protosticta sanguinostigma,red spot reedtail,dataset/Animalia-Arthropoda-Insecta-Odonata-Platystictidae-Protosticta-sanguinostigma/29911928_132324_eol-full-size-copy.jpg,0
5006af72-14c8-4ed8-a2d2-4642cbeb4040,29729440,45276972,Animalia,Cnidaria,Anthozoa,Scleractinia,Euphylliidae,Galaxea,astreata,Galaxea astreata,Octopus Coral,dataset/Animalia-Cnidaria-Anthozoa-Scleractinia-Euphylliidae-Galaxea-astreata/29729440_45276972_eol-full-size-copy.jpg,0
e474fa46-3edc-4878-9ff0-82bac27986e3,30056824,45510585,Animalia,Chordata,Aves,Anseriformes,Anatidae,Somateria,fischeri,Somateria fischeri,Spectacled Eider,dataset/Animalia-Chordata-Aves-Anseriformes-Anatidae-Somateria-fischeri/30056824_45510585_eol-full-size-copy.jpg,0
edd91be0-aca1-46b2-b3ed-b58a7d37cc58,29746939,47044474,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Kinyongia,multituberculata,Kinyongia multituberculata,West Usambara Two-horned Chamaeleon,dataset/Animalia-Chordata-Reptilia-Squamata-Chamaeleonidae-Kinyongia-multituberculata/29746939_47044474_eol-full-size-copy.jpg,0
db19be0e-d7ed-4824-96f3-c177615137df,29621017,46559441,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,bonaerensis,Balaenoptera bonaerensis,Antarctic Minke Whale,dataset/Animalia-Chordata-Mammalia-Cetacea-Balaenopteridae-Balaenoptera-bonaerensis/29621017_46559441_eol-full-size-copy.jpg,0
35003705-d398-49ab-bb49-96e78df7c758,21448018,45509477,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Antrostomus,vociferus,Antrostomus vociferus,Eastern Whip-poor-will,dataset/Animalia-Chordata-Aves-Caprimulgiformes-Caprimulgidae-Antrostomus-vociferus/21448018_45509477_eol-full-size-copy.jpg,0
57cbbed7-a64f-4917-b3d1-69ebeb470a30,22181472,46560151,Animalia,Chordata,Chondrichthyes,Hexanchiformes,Hexanchidae,Notorynchus,cepedianus,Notorynchus cepedianus,bluntnose sevengill shark,dataset/Animalia-Chordata-Chondrichthyes-Hexanchiformes-Hexanchidae-Notorynchus-cepedianus/22181472_46560151_eol-full-size-copy.jpg,0
caa5c16c-3983-4722-9d78-3b29d5e4c226,9312205,2865857,Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,Ceruchus,chrysomelinus,Ceruchus chrysomelinus,Ceruchus chrysomelinus,dataset/Animalia-Arthropoda-Insecta-Coleoptera-Lucanidae-Ceruchus-chrysomelinus/9312205_2865857_eol-full-size-copy.jpg,0
fd140cf2-6fd0-4188-93e2-0a7e0c6b81cb,22564198,795274,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,rhombifer,Crocodylus rhombifer,Cuban Crocodile,dataset/Animalia-Chordata-Reptilia-Crocodilia-Crocodylidae-Crocodylus-rhombifer/22564198_795274_eol-full-size-copy.jpg,1
5d3361e3-0d37-45bf-87dd-df66275e1702,28071671,46578204,Animalia,Chordata,Actinopterygii,Chaetodontiformes,Chaetodontidae,Chaetodon,trifascialis,Chaetodon trifascialis,rightangled butterflyfish,dataset/Animalia-Chordata-Actinopterygii-Chaetodontiformes-Chaetodontidae-Chaetodon-trifascialis/28071671_46578204_eol-full-size-copy.jpg,0
30229b30-2995-4fc6-9a2a-f1668ad2ae83,22501855,454868,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Conolophus,pallidus,Conolophus pallidus,Barrington Island Iguana,dataset/Animalia-Chordata-Reptilia-Squamata-Iguanidae-Conolophus-pallidus/22501855_454868_eol-full-size-copy.jpg,1
1abaf0a5-bf36-4f27-be69-5bbacfe61020,22121750,791386,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Naultinus,stellatus,Naultinus stellatus,Starry Tree Gecko,dataset/Animalia-Chordata-Reptilia-Squamata-Diplodactylidae-Naultinus-stellatus/22121750_791386_eol-full-size-copy.jpg,1
f67e6889-3d30-4342-a0b6-2e8c1e10c304,21922212,793088,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Pangshura,tecta,Pangshura tecta,Indian Roofed Turtle,dataset/Animalia-Chordata-Reptilia-Testudines-Geoemydidae-Pangshura-tecta/21922212_793088_eol-full-size-copy.jpg,0
0c8913d0-a670-489b-8b40-5dafe583484a,21303694,45511260,Animalia,Chordata,Aves,Psittaciformes,Cacatuidae,Cacatua,moluccensis,Cacatua moluccensis,Salmon-crested Cockatoo,dataset/Animalia-Chordata-Aves-Psittaciformes-Cacatuidae-Cacatua-moluccensis/21303694_45511260_eol-full-size-copy.jpg,1
c4594ff6-cf94-43cd-9f2b-37fa28306c2e,29758956,1056984,Animalia,Chordata,Reptilia,Testudines,Carettochelyidae,Carettochelys,insculpta,Carettochelys insculpta,Fly River Turtle,dataset/Animalia-Chordata-Reptilia-Testudines-Carettochelyidae-Carettochelys-insculpta/29758956_1056984_eol-full-size-copy.jpg,1
da02a5f9-62c1-4590-b08f-f1b021574be4,8853413,794293,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Astrochelys,radiata,Astrochelys radiata,Radiated Tortoise,dataset/Animalia-Chordata-Reptilia-Testudines-Testudinidae-Astrochelys-radiata/8853413_794293_eol-full-size-copy.jpg,1
badab045-b079-4d91-9a1d-87e1ed9a8c73,15262323,914532,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,canagicus,Anser canagicus,Emperor Goose,dataset/Animalia-Chordata-Aves-Anseriformes-Anatidae-Anser-canagicus/15262323_914532_eol-full-size-copy.jpg,0
0176dec1-905c-4f39-9cf4-5fd9a2b7a9b5,20226655,47044474,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Kinyongia,multituberculata,Kinyongia multituberculata,West Usambara Two-horned Chamaeleon,dataset/Animalia-Chordata-Reptilia-Squamata-Chamaeleonidae-Kinyongia-multituberculata/20226655_47044474_eol-full-size-copy.jpg,0
9b8d5810-e6a7-418d-b2af-fd004f53827b,20900184,1048038,Animalia,Chordata,Amphibia,Caudata,Hynobiidae,Hynobius,quelpaertensis,Hynobius quelpaertensis,Jeju Salamander,dataset/Animalia-Chordata-Amphibia-Caudata-Hynobiidae-Hynobius-quelpaertensis/20900184_1048038_eol-full-size-copy.jpg,1
d3ce792c-ecd4-48e0-a1c7-ab2fee719340,29455167,1048403,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Buceros,bicornis,Buceros bicornis,Great Hornbill,dataset/Animalia-Chordata-Aves-Bucerotiformes-Bucerotidae-Buceros-bicornis/29455167_1048403_eol-full-size-copy.jpg,0
f328995f-38ad-474a-ac79-2fe4da71e1b8,29447112,1019571,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,mexicanum,Ambystoma mexicanum,Axolotl,dataset/Animalia-Chordata-Amphibia-Caudata-Ambystomatidae-Ambystoma-mexicanum/29447112_1019571_eol-full-size-copy.jpg,1
4d12a08b-dd89-47d1-85b4-4d99bb79e070,28749728,45518003,Animalia,Chordata,Aves,Psittaciformes,Psittaculidae,Lathamus,discolor,Lathamus discolor,Swift Parrot,dataset/Animalia-Chordata-Aves-Psittaciformes-Psittaculidae-Lathamus-discolor/28749728_45518003_eol-full-size-copy.jpg,1
21a19f1c-6e8c-4e9b-ba4e-c333dda0da0a,21307828,45509269,Animalia,Chordata,Aves,Charadriiformes,Laridae,Pagophila,eburnea,Pagophila eburnea,Ivory Gull,dataset/Animalia-Chordata-Aves-Charadriiformes-Laridae-Pagophila-eburnea/21307828_45509269_eol-full-size-copy.jpg,1
1c708c7b-c1b0-4960-a3f5-9151b0262312,29407537,45513821,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,carteri,Thalassarche carteri,Indian Yellow-nosed Albatross,dataset/Animalia-Chordata-Aves-Procellariiformes-Diomedeidae-Thalassarche-carteri/29407537_45513821_eol-full-size-copy.jpg,1
065d4530-6cd6-4616-8e11-e8dfe1140adf,29473724,46578204,Animalia,Chordata,Actinopterygii,Chaetodontiformes,Chaetodontidae,Chaetodon,trifascialis,Chaetodon trifascialis,rightangled butterflyfish,dataset/Animalia-Chordata-Actinopterygii-Chaetodontiformes-Chaetodontidae-Chaetodon-trifascialis/29473724_46578204_eol-full-size-copy.jpg,0
5805a687-feb0-4b7a-bfa2-883d11088d8c,12875508,46473747,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Tridacna,squamosa,Tridacna squamosa,Fluted Giant Clam,dataset/Animalia-Mollusca-Bivalvia-Cardiida-Cardiidae-Tridacna-squamosa/12875508_46473747_eol-full-size-copy.jpg,0
101e0e3e-3c52-4889-b694-cb8357a1bac4,21580640,45512086,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptes,chrysolophus,Eudyptes chrysolophus,Macaroni Penguin,dataset/Animalia-Chordata-Aves-Sphenisciformes-Spheniscidae-Eudyptes-chrysolophus/21580640_45512086_eol-full-size-copy.jpg,0
da729233-ca9a-46ed-80c1-46f6e7374dd3,22730718,4453305,Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus,unicolor,Cebus unicolor,Spix's White-fronted Capuchin,dataset/Animalia-Chordata-Mammalia-Primates-Cebidae-Cebus-unicolor/22730718_4453305_eol-full-size-copy.jpg,0
5517e6c0-b2b1-47e0-8b5d-7821b813a03e,22239260,45276971,Animalia,Cnidaria,Anthozoa,Scleractinia,Euphylliidae,Galaxea,fascicularis,Galaxea fascicularis,Galaxy Coral,dataset/Animalia-Cnidaria-Anthozoa-Scleractinia-Euphylliidae-Galaxea-fascicularis/22239260_45276971_eol-full-size-copy.jpg,0
f818d9a7-d520-40d9-840e-7e30cf446126,21832833,1050497,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Stagonopleura,guttata,Stagonopleura guttata,Diamond Firetail,dataset/Animalia-Chordata-Aves-Passeriformes-Estrildidae-Stagonopleura-guttata/21832833_1050497_eol-full-size-copy.jpg,0
cbdf3fb7-91c5-464d-80af-627843aa7e3e,29500870,45512036,Animalia,Chordata,Aves,Galliformes,Cracidae,Penelope,ochrogaster,Penelope ochrogaster,Chestnut-bellied Guan,dataset/Animalia-Chordata-Aves-Galliformes-Cracidae-Penelope-ochrogaster/29500870_45512036_eol-full-size-copy.jpg,1
8b5e0125-c12f-457a-a8db-450cf2aceed9,29600174,52691998,Animalia,Arthropoda,Insecta,Coleoptera,Attelabidae,Trachelophorus,giraffa,Trachelophorus giraffa,Giraffe Weevil,dataset/Animalia-Arthropoda-Insecta-Coleoptera-Attelabidae-Trachelophorus-giraffa/29600174_52691998_eol-full-size-copy.jpg,0
3d73169d-f6ab-4981-9dd0-5a0d01bee59f,21435414,1057163,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,luciae,Anolis luciae,Saint Lucian Anole,dataset/Animalia-Chordata-Reptilia-Squamata-Dactyloidae-Anolis-luciae/21435414_1057163_eol-full-size-copy.jpg,0
1c05ebd8-9f5b-4bc0-bca2-3119c2e35891,28750548,323933,Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles,paniscus,Ateles paniscus,Black Spider Monkey,dataset/Animalia-Chordata-Mammalia-Primates-Atelidae-Ateles-paniscus/28750548_323933_eol-full-size-copy.jpg,1
02120d60-9cb7-4c9e-9b9a-9caab56dc189,29342638,46559748,Animalia,Chordata,Chondrichthyes,Lamniformes,Cetorhinidae,Cetorhinus,maximus,Cetorhinus maximus,basking shark,dataset/Animalia-Chordata-Chondrichthyes-Lamniformes-Cetorhinidae-Cetorhinus-maximus/29342638_46559748_eol-full-size-copy.jpg,0
e48ad162-a662-4a2f-a147-84477a6b3534,12305600,46561170,Animalia,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,sturio,Acipenser sturio,Baltic sturgeon,dataset/Animalia-Chordata-Actinopterygii-Acipenseriformes-Acipenseridae-Acipenser-sturio/12305600_46561170_eol-full-size-copy.jpg,1
07ff7d5c-5aa9-42c2-ba4d-1e01ba3c73b5,22308262,46559813,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Negaprion,brevirostris,Negaprion brevirostris,lemon shark,dataset/Animalia-Chordata-Chondrichthyes-Carcharhiniformes-Carcharhinidae-Negaprion-brevirostris/22308262_46559813_eol-full-size-copy.jpg,0
23d0cdb8-3a63-4993-a120-766c9c47be15,22401518,1055803,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,siamensis,Naja siamensis,Indo-Chinese Spitting Cobra,dataset/Animalia-Chordata-Reptilia-Squamata-Elapidae-Naja-siamensis/22401518_1055803_eol-full-size-copy.jpg,0
68907caa-9299-4288-83b5-bdcc524989bc,8791262,1018900,Animalia,Chordata,Amphibia,Caudata,Rhyacotritonidae,Rhyacotriton,olympicus,Rhyacotriton olympicus,Olympic Salamander,dataset/Animalia-Chordata-Amphibia-Caudata-Rhyacotritonidae-Rhyacotriton-olympicus/8791262_1018900_eol-full-size-copy.jpg,0
743351df-9604-46ea-98c4-ca8b946f40ca,20080369,46579618,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,morio,Epinephelus morio,red grouper,dataset/Animalia-Chordata-Actinopterygii-Perciformes-Serranidae-Epinephelus-morio/20080369_46579618_eol-full-size-copy.jpg,0
2112c85c-806b-4c2b-95ef-4e8987836f50,20132868,45276959,Animalia,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,Siderastrea,siderea,Siderastrea siderea,Massive Starlet Coral,dataset/Animalia-Cnidaria-Anthozoa-Scleractinia-Siderastreidae-Siderastrea-siderea/20132868_45276959_eol-full-size-copy.jpg,0
ffef90d9-f4f9-4eb9-8186-19c5536336d4,6351,46561008,Animalia,Chordata,Chondrichthyes,Myliobatiformes,Myliobatidae,Myliobatis,aquila,Myliobatis aquila,spotted eagle ray,dataset/Animalia-Chordata-Chondrichthyes-Myliobatiformes-Myliobatidae-Myliobatis-aquila/6351_46561008_eol-full-size-copy.jpg,0
9ae50be2-715e-4bcb-bf9b-f5b57500115b,10432214,46559947,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Sphyrnidae,Sphyrna,lewini,Sphyrna lewini,scalloped hammerhead,dataset/Animalia-Chordata-Chondrichthyes-Carcharhiniformes-Sphyrnidae-Sphyrna-lewini/10432214_46559947_eol-full-size-copy.jpg,1
fcdf989e-4b46-4b52-a622-60914d7c1b59,21568291,4454312,Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,rufus,Eulemur rufus,Rufous Brown Lemur,dataset/Animalia-Chordata-Mammalia-Primates-Lemuridae-Eulemur-rufus/21568291_4454312_eol-full-size-copy.jpg,1
2ba0b89e-fe18-4f8b-94af-f29ef4892610,21471716,2865857,Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,Ceruchus,chrysomelinus,Ceruchus chrysomelinus,Ceruchus chrysomelinus,dataset/Animalia-Arthropoda-Insecta-Coleoptera-Lucanidae-Ceruchus-chrysomelinus/21471716_2865857_eol-full-size-copy.jpg,0
5f3d7fc3-2e0b-4b86-a09f-c5e777ec29dd,30017082,45509191,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,tahitiensis,Numenius tahitiensis,Bristle-thighed Curlew,dataset/Animalia-Chordata-Aves-Charadriiformes-Scolopacidae-Numenius-tahitiensis/30017082_45509191_eol-full-size-copy.jpg,1
1a86de00-4c67-4ac6-97ab-76b4158ca1d9,14020531,47049694,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Allochrocebus,lhoesti,Allochrocebus lhoesti,L'Hoest's Monkey,dataset/Animalia-Chordata-Mammalia-Primates-Cercopithecidae-Allochrocebus-lhoesti/14020531_47049694_eol-full-size-copy.jpg,0
fa0ba9f9-5cba-4ad8-9711-cdd8a08971e7,22521195,45512066,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Odontophorus,melanonotus,Odontophorus melanonotus,Black-backed Wood Quail,dataset/Animalia-Chordata-Aves-Galliformes-Odontophoridae-Odontophorus-melanonotus/22521195_45512066_eol-full-size-copy.jpg,0
9a54b0e8-6ec4-450f-8caf-d2f41252a2d1,29389859,1179513,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Mesocricetus,auratus,Mesocricetus auratus,Golden Hamster,dataset/Animalia-Chordata-Mammalia-Rodentia-Cricetidae-Mesocricetus-auratus/29389859_1179513_eol-full-size-copy.jpg,0
5c35be18-99a3-47dc-ae77-156ad4ff7006,8093,46473744,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Tridacna,gigas,Tridacna gigas,Gigas Giant Clam,dataset/Animalia-Mollusca-Bivalvia-Cardiida-Cardiidae-Tridacna-gigas/8093_46473744_eol-full-size-copy.jpg,1
42cd4c3e-ae83-487b-bc57-8695a9bd86ce,29658537,45510188,Animalia,Chordata,Aves,Passeriformes,Turdidae,Myadestes,obscurus,Myadestes obscurus,'Oma'o,dataset/Animalia-Chordata-Aves-Passeriformes-Turdidae-Myadestes-obscurus/29658537_45510188_eol-full-size-copy.jpg,0
eeda360c-0fe9-4296-8f3b-f23e3ea4b122,20091444,46559311,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Sotalia,guianensis,Sotalia guianensis,Guiana dolphin,dataset/Animalia-Chordata-Mammalia-Cetacea-Delphinidae-Sotalia-guianensis/20091444_46559311_eol-full-size-copy.jpg,0
544a9726-bb29-4dbf-8dff-963805c9a4c2,20505850,311183,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Presbytis,melalophos,Presbytis melalophos,Black-crested Sumatran Langur,dataset/Animalia-Chordata-Mammalia-Primates-Cercopithecidae-Presbytis-melalophos/20505850_311183_eol-full-size-copy.jpg,0
3d0db312-5c44-4330-9a6b-3d122127f1ab,20244013,46560148,Animalia,Chordata,Chondrichthyes,Hexanchiformes,Hexanchidae,Hexanchus,griseus,Hexanchus griseus,bluntnose sixgill shark,dataset/Animalia-Chordata-Chondrichthyes-Hexanchiformes-Hexanchidae-Hexanchus-griseus/20244013_46560148_eol-full-size-copy.jpg,0
c028d2cf-f85a-4443-b64a-1c27adf2fdf0,22597964,23668991,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,monteverde,Anolis monteverde,Puntarenas Anole,dataset/Animalia-Chordata-Reptilia-Squamata-Dactyloidae-Anolis-monteverde/22597964_23668991_eol-full-size-copy.jpg,0
c4cf23b8-8a0c-4145-bb0d-ae741c54376b,30030964,45517756,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Botaurus,poiciloptilus,Botaurus poiciloptilus,Australasian Bittern,dataset/Animalia-Chordata-Aves-Pelecaniformes-Ardeidae-Botaurus-poiciloptilus/30030964_45517756_eol-full-size-copy.jpg,1
6ff2e346-4324-43fa-9bce-0f1874ed100c,20404066,46560323,Animalia,Chordata,Chondrichthyes,Squatiniformes,Squatinidae,Squatina,squatina,Squatina squatina,angel shark,dataset/Animalia-Chordata-Chondrichthyes-Squatiniformes-Squatinidae-Squatina-squatina/20404066_46560323_eol-full-size-copy.jpg,1
6088c076-c543-4168-aa24-d7e2fb43e833,29409396,1065369,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,crotchii,Bombus crotchii,Crotch bumble bee,dataset/Animalia-Arthropoda-Insecta-Hymenoptera-Apidae-Bombus-crotchii/29409396_1065369_eol-full-size-copy.jpg,1
a24cd81a-a8e8-4eeb-82eb-46e9282b5198,29014739,328076,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,ornatus,Tremarctos ornatus,Andean Bear,dataset/Animalia-Chordata-Mammalia-Carnivora-Ursidae-Tremarctos-ornatus/29014739_328076_eol-full-size-copy.jpg,0
1a803161-c0fc-4d92-a210-e5a17f125396,20153323,46579700,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Mycteroperca,bonaci,Mycteroperca bonaci,black grouper,dataset/Animalia-Chordata-Actinopterygii-Perciformes-Serranidae-Mycteroperca-bonaci/20153323_46579700_eol-full-size-copy.jpg,0
93f0ad10-f042-4094-97e3-04e8bd8b78af,28345338,1065369,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,crotchii,Bombus crotchii,Crotch bumble bee,dataset/Animalia-Arthropoda-Insecta-Hymenoptera-Apidae-Bombus-crotchii/28345338_1065369_eol-full-size-copy.jpg,1
12e2d9aa-9862-4677-85e3-b3079f8b3671,28271931,7239723,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Miopithecus,ogouensis,Miopithecus ogouensis,Northern Talapoin Monkey,dataset/Animalia-Chordata-Mammalia-Primates-Cercopithecidae-Miopithecus-ogouensis/28271931_7239723_eol-full-size-copy.jpg,0
dc6982a6-1198-4c38-8d27-c0002f273d15,10821960,1019162,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Phyllobates,vittatus,Phyllobates vittatus,Golfo Dulce Poison-Dart Frog,dataset/Animalia-Chordata-Amphibia-Anura-Dendrobatidae-Phyllobates-vittatus/10821960_1019162_eol-full-size-copy.jpg,0
c79cb266-b59f-4a98-8741-5cc3babc4006,21252584,7250886,Animalia,Chordata,Mammalia,Primates,Indriidae,Propithecus,deckenii,Propithecus deckenii,Van der Decken's Sifaka,dataset/Animalia-Chordata-Mammalia-Primates-Indriidae-Propithecus-deckenii/21252584_7250886_eol-full-size-copy.jpg,1
3d8c2346-53e7-454e-8102-ed1b488992e4,30062962,45509337,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larosterna,inca,Larosterna inca,Inca Tern,dataset/Animalia-Chordata-Aves-Charadriiformes-Laridae-Larosterna-inca/30062962_45509337_eol-full-size-copy.jpg,0
28ea09ce-dd44-4249-aeda-1d1b1447cce7,20809231,46560594,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Rostroraja,alba,Rostroraja alba,bottlenosed skate,dataset/Animalia-Chordata-Chondrichthyes-Rajiformes-Rajidae-Rostroraja-alba/20809231_46560594_eol-full-size-copy.jpg,1
dd8a4c4c-cee9-4aff-aafe-6cb9499bdf29,28830754,1065329,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,variabilis,Bombus variabilis,Variable Cuckoo Bumble Bee,dataset/Animalia-Arthropoda-Insecta-Hymenoptera-Apidae-Bombus-variabilis/28830754_1065329_eol-full-size-copy.jpg,1
0ef7f220-e947-42eb-bfe2-44c29266a014,29714753,1012078,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,macularius,Cyprinodon macularius,desert pupfish,dataset/Animalia-Chordata-Actinopterygii-Cyprinodontiformes-Cyprinodontidae-Cyprinodon-macularius/29714753_1012078_eol-full-size-copy.jpg,1
c833bd76-afaf-451b-a7ca-c250c5b6630d,29434650,45276801,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,annularis,Orbicella annularis,Lobed Star Coral,dataset/Animalia-Cnidaria-Anthozoa-Scleractinia-Merulinidae-Orbicella-annularis/29434650_45276801_eol-full-size-copy.jpg,1
14f73ee4-d427-4ded-9970-d4b77aa782ac,29853763,2925671,Animalia,Chordata,Mammalia,Primates,Hominidae,Pongo,abelii,Pongo abelii,Sumatran Orangutan,dataset/Animalia-Chordata-Mammalia-Primates-Hominidae-Pongo-abelii/29853763_2925671_eol-full-size-copy.jpg,1
ccb1d407-14a9-4de3-b483-502bd2b00d6e,22961893,1041309,Animalia,Arthropoda,Branchiopoda,Notostraca,Triopsidae,Lepidurus,packardi,Lepidurus packardi,vernal pool tadpole shrimp,dataset/Animalia-Arthropoda-Branchiopoda-Notostraca-Triopsidae-Lepidurus-packardi/22961893_1041309_eol-full-size-copy.jpg,1
ccfb7d42-793b-4310-9709-fd4991c930a8,20991871,45276219,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,Montipora capitata,Rice Coral,dataset/Animalia-Cnidaria-Anthozoa-Scleractinia-Acroporidae-Montipora-capitata/20991871_45276219_eol-full-size-copy.jpg,0
77f09ae0-3d60-4ff9-9bac-b87362992e22,22688295,45276507,Animalia,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Pavona,decussata,Pavona decussata,cactus coral,dataset/Animalia-Cnidaria-Anthozoa-Scleractinia-Agariciidae-Pavona-decussata/22688295_45276507_eol-full-size-copy.jpg,0
98cce0fc-e2bb-4e66-b7a1-5624a0028d48,21095988,1178065,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,vinacea,Amazona vinacea,Vinaceous-breasted Amazon,dataset/Animalia-Chordata-Aves-Psittaciformes-Psittacidae-Amazona-vinacea/21095988_1178065_eol-full-size-copy.jpg,1
8d036bc7-9bb4-4ec0-b126-92e152a46157,28408134,1065346,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,morrisoni,Bombus morrisoni,Morrison Bumblebee,dataset/Animalia-Arthropoda-Insecta-Hymenoptera-Apidae-Bombus-morrisoni/28408134_1065346_eol-full-size-copy.jpg,0
33dbb5cc-d581-4efd-ade3-055d91cd4707,21013704,816079,Animalia,Chordata,Reptilia,Squamata,Anguidae,Abronia,deppii,Abronia deppii,Deppe's Arboreal Alligator Lizard,dataset/Animalia-Chordata-Reptilia-Squamata-Anguidae-Abronia-deppii/21013704_816079_eol-full-size-copy.jpg,1
369c5864-1cf2-4080-a761-5c6c064f74ea,2720429,47047493,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Mokopirirakau,granulatus,Mokopirirakau granulatus,Gray's Sticky-toed Gecko,dataset/Animalia-Chordata-Reptilia-Squamata-Diplodactylidae-Mokopirirakau-granulatus/2720429_47047493_eol-full-size-copy.jpg,0
14dfda6b-a976-49dc-9276-3998355c4350,29580609,45514697,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Copsychus,sechellarum,Copsychus sechellarum,Seychelles Magpie-Robin,dataset/Animalia-Chordata-Aves-Passeriformes-Muscicapidae-Copsychus-sechellarum/29580609_45514697_eol-full-size-copy.jpg,1
e3947b8b-34ee-4bd9-a57f-53dfe1e5b863,20908307,1057051,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bitis,nasicornis,Bitis nasicornis,Rhinoceros Viper,dataset/Animalia-Chordata-Reptilia-Squamata-Viperidae-Bitis-nasicornis/20908307_1057051_eol-full-size-copy.jpg,0
